Product_id,BrandName,Category,Individual_category,category_by_Gender,DiscountPrice (in Rs),average_values,discount_column_with null to average _values ,OriginalPrice (in Rs),discount_offer_In_price,Discount in percentage,SizeOption,Ratings,Reviews,Discount_category,,,,
9656479,Sztori,Bottom Wear,jeans,Men,,920.93,920.93,2299,,0%,"38, 40, 42, 44, 46",4.2,325,High_Discount,,,,
9656483,Sztori,Plus Size,tshirts,Men,714,709.77,714,1299,584.55,45%,"XXL, 3XL, 4XL, 5XL, 6XL",3.9,248,Low_Discount,,,,
9656695,Tokyo Talkies,Western,jeans,Women,,470,470,1899,1177.38,62%,"26, 28, 30, 32, 34",3.9,545,Low_Discount,,,,
9657035,plusS,Plus Size,dresses,Women,816,709.77,816,2041,1224.6,60%,"S, M, L, XL, XXL, 3XL, 4XL",4.1,903,High_Discount,,,,
9657057,plusS,Plus Size,tops,Women,538,709.77,538,1416,877.92,62%,"S, M, L, XL, XXL, 3XL, 4XL",4.3,801,Low_Discount,,,,
9657099,plusS,Western,dresses,Women,,470,470,1999,1199.4,60%,"S, M, L, XL, XXL, 3XL, 4XL",3.9,353,High_Discount,,,,
9657187,DressBerry,Western,jeggings,Women,,470,470,2299,1609.3,70%,"26, 28, 30, 32, 34, 36",4.1,878,Low_Discount,,,,
9657975,Sera,Western,shrug,Women,,470,470,1294,647,50%,"S, M, L, XL",4.3,863,High_Discount,,,,
9658567,Roadster,Western,shrug,Women,,470,470,799,199.75,25%,"XS, S, M, L, XL, XXL",4.3,376,Low_Discount,,,,
9658889,Azira,Indian Wear,tops,Women,714,1059.22,714,1299,584.55,45%,"XS, S, M, L, XL, XXL",4.4,802,High_Discount,,,,
9660675,High Star,Western,jeans,Women,,470,470,2299,1402.39,61%,"28, 30, 32, 34, 36",4.3,370,High_Discount,,,,
9673749,Vishudh,Indian Wear,kurta-sets,Women,1112,1059.22,1112,2649,1536.42,58%,"S, M, L, XL, XXL",4.3,977,Low_Discount,,,,
9680317,her by invictus,Western,tops,Women,,470,470,1799,1169.35,65%,"S, M, L, XL, XXL",3.9,439,High_Discount,,,,
9680391,Roadster,Topwear,shirts,Men,854,709.5,854,1899,1044.45,55%,"38, 40, 42, 44, 46, 48",4.1,562,High_Discount,,,,
9681869,Sztori,Plus Size,jeans,Women,719,709.77,719,2399,1679.3,70%,"34, 36, 38, 40, 42, 44",3.8,370,High_Discount,,,,
9686459,YASH GALLERY,Western,tops,Women,,470,470,1299,688.47,53%,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL",4.2,314,Low_Discount,,,,
9686617,HERE&NOW,Plus Size,jackets,Women,839,709.77,839,2799,1959.3,70%,"XS, S, M, L, XL, XXL",4.5,731,Low_Discount,,,,
9689953,Ahalyaa,Indian Wear,dresses,Women,1399,1059.22,1399,3615,2216,61%,"S, M, L, XL, XXL",4.3,842,High_Discount,,,,
9689961,Ahalyaa,Indian Wear,kurta-sets,Women,1671,1059.22,1671,3799,2127.44,56%,"S, M, L, XL, XXL",3.8,327,High_Discount,,,,
9690285,YASH GALLERY,Indian Wear,kurtas,Women,1199,1059.22,1199,3999,2799.3,70%,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL",4.3,391,High_Discount,,,,
9690293,YASH GALLERY,Indian Wear,kurtas,Women,1189,1059.22,1189,3499,2309.34,66%,"S, M, L, XL, XXL, 3XL, 4XL, 5XL",4.3,249,Low_Discount,,,,
9690301,YASH GALLERY,Indian Wear,kurtas,Women,1119,1059.22,1119,3999,2879.28,72%,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL",4.4,298,Low_Discount,,,,
9690305,Zivame,Lingerie & Sleep Wear,bra,Women,274,602.52,274,499,224.55,45%,"32B, 32C, 32D, 34B, 34C, 34D, 36B, 36C, 36D, 38B, 38C, 38D",4,248,Low_Discount,,,,
9690317,Zivame,Lingerie & Sleep Wear,bra,Women,389,602.52,389,649,259.6,40%,"32B, 32C, 32D, 34B, 34C, 34D, 36B, 36C, 36D, 38B, 38C, 38D",4.2,419,High_Discount,,,,
9690329,Zivame,Lingerie & Sleep Wear,bra,Women,434,602.52,434,579,144.75,25%,"32B, 32C, 32D, 34B, 34C, 34D, 36B, 36C, 36D, 38B, 38C, 38D",4.3,593,High_Discount,,,,
9690827,Mast & Harbour,Western,jackets,Women,,470,470,2099,1154.45,55%,"S, M, L, XL",4.1,303,High_Discount,,,,
9690873,Mast & Harbour,Western,jackets,Women,,470,470,4299,2579.4,60%,"S, M, L, XL",3.8,252,Low_Discount,,,,
9690903,Mast & Harbour,Western,jackets,Women,,470,470,2099,1259.4,60%,"S, M, L, XL",3.9,265,Low_Discount,,,,
9690905,Mast & Harbour,Western,jackets,Women,,470,470,2499,1374.45,55%,"S, M, L, XL",4.1,398,Low_Discount,,,,
9690923,Mast & Harbour,Western,jackets,Women,,470,470,2499,1374.45,55%,"S, M, L, XL",4,288,Low_Discount,,,,
9690925,Mast & Harbour,Western,jackets,Women,,470,470,2999,2099.3,70%,"S, M, L, XL",4,274,Low_Discount,,,,
9690989,Mast & Harbour,Topwear,jackets,Men,919,709.5,919,2299,1379.4,60%,"S, M, L, XL",3.5,401,High_Discount,,,,
9695695,U.S. Polo Assn.,Topwear,tshirts,Men,1199,709.5,1199,1999,799.6,40%,"S, M, L, XL, XXL, 3XL",4.3,328,High_Discount,,,,
9697349,Roadster,Western,tshirts,Women,,470,470,499,224.55,45%,"XS, S, M, L, XL",4.1,725,High_Discount,,,,
9697405,Roadster,Western,tshirts,Women,,470,470,799,559.3,70%,"XS, S, M, L, XL",4.1,760,Low_Discount,,,,
9697407,Roadster,Western,tshirts,Women,,470,470,599,329.45,55%,"XS, S, M, L, XL",4.3,964,Low_Discount,,,,
9705197,Moda Rapido,Plus Size,tshirts,Women,254,709.77,254,849,594.3,70%,"XS, S, M, L, XL, XXL, 3XL",3.8,936,High_Discount,,,,
9706891,HERE&NOW,Plus Size,tshirts,Women,,709.77,709.77,899,,0%,"XS, S, M, L, XL, XXL, 3XL",4.2,549,High_Discount,,,,
9713947,Roadster,Topwear,shirts,Men,599,709.5,599,1199,599.5,50%,"38, 40, 42, 44",4.2,562,High_Discount,,,,
9716375,Roadster,Bottom Wear,jeans,Men,679,920.93,679,1699,1019.4,60%,"28, 30, 32, 34, 36",3.8,252,High_Discount,,,,
9716723,Roadster,Bottom Wear,jeans,Men,854,920.93,854,1899,1044.45,55%,"28, 30, 32, 34, 36, 38, 40",4,902,High_Discount,,,,
9716731,Roadster,Bottom Wear,jeans,Men,1044,920.93,1044,1899,854.55,45%,"28, 30, 32, 34, 36",4.1,884,Low_Discount,,,,
9716919,Roadster,Bottom Wear,jeans,Men,679,920.93,679,1699,1019.4,60%,"28, 30, 32, 34, 36",3.9,404,High_Discount,,,,
9717015,HERE&NOW,Bottom Wear,trousers,Men,1084,920.93,1084,3099,2014.35,65%,"28, 30, 32, 34, 36, 38",3.8,544,Low_Discount,,,,
9717021,HERE&NOW,Bottom Wear,trousers,Men,1239,920.93,1239,3099,1859.4,60%,"28, 30, 32, 34, 36, 38",3.9,348,Low_Discount,,,,
9717025,HERE&NOW,Bottom Wear,trousers,Men,1084,920.93,1084,3099,2014.35,65%,"28, 30, 32, 34, 36, 38",3.9,288,Low_Discount,,,,
9717155,Bhama Couture,Indian Wear,dresses,Women,987,1059.22,987,2599,1611.38,62%,"S, M, L, XL",3.8,687,High_Discount,,,,
9717171,Bhama Couture,Western,tops,Women,,470,470,1799,953.47,53%,"S, M, L, XL",3.7,474,Low_Discount,,,,
9717187,Bhama Couture,Indian Wear,tops,Women,899,1059.22,899,1799,899.5,50%,"S, M, L, XL",4.1,912,Low_Discount,,,,
9718601,Maniac,Topwear,tshirts,Men,396,709.5,396,619,222.84,36%,"S, M, L, XL",4.2,385,High_Discount,,,,
9718625,Maniac,Topwear,tshirts,Men,402,709.5,402,719,316.36,44%,"S, M, L, XL",4.3,812,Low_Discount,,,,
9719075,Yufta,Indian Wear,kurta-sets,Women,1275,1059.22,1275,2899,1623.44,56%,"S, M, L, XL, XXL",4.2,632,High_Discount,,,,
9720893,Ishin,Indian Wear,sarees,Women,649,1059.22,649,1299,649.5,50%,Onesize,3.5,841,High_Discount,,,,
9722997,Miss Chase,Western,tops,Women,,470,470,1849,1053.93,57%,"XS, S, M, L, XL",4.3,747,High_Discount,,,,
9731411,DressBerry,Western,sweatshirts,Women,,470,470,1299,909.3,70%,"S, M, L, XL",4.1,269,High_Discount,,,,
9731439,DressBerry,Western,sweatshirts,Women,,470,470,1449,941.85,65%,"S, M, L, XL",4.3,245,Low_Discount,,,,
9731487,DressBerry,Western,sweatshirts,Women,,470,470,1499,1049.3,70%,"S, M, L, XL",4.1,243,Low_Discount,,,,
9731893,Sangria,Plus Size,kurta-sets,Women,1319,709.77,1319,3299,1979.4,60%,"XS, S, M, L, XL, XXL, 3XL",3.8,527,High_Discount,,,,
9733875,WILD WEST,Topwear,shirts,Men,647,709.5,647,1799,1151.36,64%,"38, 40, 42, 44, 46, 48",4.2,583,High_Discount,,,,
9739965,Roadster,Western,tshirts,Women,,470,470,799,439.45,55%,"XS, S, M, L, XL",4.1,836,High_Discount,,,,
9740057,Roadster,Western,tshirts,Women,,470,470,699,454.35,65%,"XS, S, M, L, XL",4,319,Low_Discount,,,,
9740079,Roadster,Western,tshirts,Women,,470,470,699,200,29%,"XS, S, M, L, XL",4,878,High_Discount,,,,
9740087,Roadster,Western,tshirts,Women,,470,470,699,279.6,40%,"XS, S, M, L, XL",4.2,715,Low_Discount,,,,
9740125,Roadster,Western,tshirts,Women,,470,470,899,539.4,60%,"XS, S, M, L, XL",4.1,697,High_Discount,,,,
9740129,Roadster,Western,tshirts,Women,,470,470,599,299.5,50%,"XS, S, M, L, XL",4.1,944,High_Discount,,,,
9740155,Roadster,Western,tshirts,Women,,470,470,799,439.45,55%,"XS, S, M, L, XL",4.2,276,High_Discount,,,,
9740187,Roadster,Western,tshirts,Women,,470,470,599,269.55,45%,"XS, S, M, L, XL",4.2,759,Low_Discount,,,,
9742777,aamna,Indian Wear,sarees,Women,1181,1059.22,1181,2626,1444.3,55%,Onesize,4.3,549,High_Discount,,,,
9744457,HERE&NOW,Plus Size,kurta-sets,Women,979,709.77,979,2799,1819.35,65%,"XS, S, M, L, XL",3.8,346,Low_Discount,,,,
9745885,Inddus,Indian Wear,kurtas,Women,4999,1059.22,4999,9999,4999.5,50%,"XS, S, M, L, XL, XXL",4,657,Low_Discount,,,,
9745935,Inddus,Indian Wear,dresses,Women,2969,1059.22,2969,6599,3629.45,55%,"S, M, L, XL, XXL",3.9,337,Low_Discount,,,,
9753225,Saree mall,Indian Wear,sarees,Women,620,1059.22,620,2299,1678.27,73%,Onesize,3.9,947,High_Discount,,,,
9758455,HERE&NOW,Bottom Wear,shorts,Men,1139,920.93,1139,3799,2659.3,70%,"28, 30, 32, 34, 36, 38",4.2,248,Low_Discount,,,,
9766841,Color Cocktail,Western,dresses,Women,,470,470,1499,599.6,40%,"S, M, L, XL",4,669,High_Discount,,,,
9767939,WROGN,Topwear,shirts,Men,1299,709.5,1299,1999,699.65,35%,"39, 40, 42, 44, 46",4.3,269,High_Discount,,,,
9768155,WROGN,Topwear,tshirts,Men,659,709.5,659,1199,539.55,45%,"S, M, L, XL, XXL",4,543,High_Discount,,,,
9768165,WROGN,Topwear,tshirts,Men,574,709.5,574,1149,574.5,50%,"S, M, L, XL, XXL",4.3,279,High_Discount,,,,
9768167,WROGN,Topwear,tshirts,Men,649,709.5,649,1299,649.5,50%,"S, M, L, XL, XXL",4.4,785,High_Discount,,,,
9768169,WROGN,Topwear,tshirts,Men,649,709.5,649,1299,649.5,50%,"S, M, L, XL, XXL",3.8,965,Low_Discount,,,,
9768173,WROGN,Topwear,tshirts,Men,649,709.5,649,1299,649.5,50%,"S, M, L, XL, XXL",4,274,High_Discount,,,,
9768175,WROGN,Topwear,tshirts,Men,699,709.5,699,1399,699.5,50%,"S, M, L, XL, XXL",4.4,355,Low_Discount,,,,
9783267,SASSAFRAS,Western,tshirts,Women,,470,470,999,549.45,55%,"XS, S, M, L, XL",4.3,357,High_Discount,,,,
9783315,SASSAFRAS,Western,tshirts,Women,,470,470,999,539.46,54%,"XS, S, M, L, XL",4.3,334,High_Discount,,,,
9783647,Leading Lady,Lingerie & Sleep Wear,briefs,Women,412,602.52,412,550,137.5,25%,"S, M, L, XL, XXL, 3XL",3.9,299,Low_Discount,,,,
9783653,Leading Lady,Lingerie & Sleep Wear,briefs,Women,412,602.52,412,550,137.5,25%,"S, M, L, XL, XXL, 3XL",4,530,High_Discount,,,,
9791069,Zelocity by Zivame,Lingerie & Sleep Wear,bra,Women,1197,602.52,1197,1995,798,40%,"32B, 32C, 32D, 34B, 34C, 34D, 34DD, 34E, 36B, 36C, 36D, 36DD, 38B, 38C, 38D",4.4,492,Low_Discount,,,,
9791491,RANGMANCH BY PANTALOONS,Western,leggings,Women,,470,470,399,,0%,"S, M, L, XL",4.2,743,Low_Discount,,,,
9791957,Clora Creation,Indian Wear,palazzos,Women,731,1059.22,731,1199,467.61,39%,"28, 30, 32, 34, 36, 38",4.1,371,High_Discount,,,,
9791977,Clora Creation,Indian Wear,palazzos,Women,729,1059.22,729,999,269.73,27%,"28, 30, 32, 34, 36, 38, 40",4.1,963,Low_Discount,,,,
9791993,Clora Creation,Indian Wear,palazzos,Women,729,1059.22,729,999,269.73,27%,"28, 30, 32, 34, 36, 38, 40",4.1,409,High_Discount,,,,
9801593,Tokyo Talkies,Western,tops,Women,,470,470,849,399.03,47%,"S, M, L, XL",4.1,741,Low_Discount,,,,
9801597,Tokyo Talkies,Western,jeans,Women,,470,470,1899,1082.43,57%,"26, 28, 30, 32, 34",3.7,476,High_Discount,,,,
9801601,Tokyo Talkies,Western,tops,Women,,470,470,849,399.03,47%,"S, M, L, XL",4,767,High_Discount,,,,
9814819,Yufta,Indian Wear,kurta-sets,Women,1574,1059.22,1574,3499,1924.45,55%,"S, M, L, XL, XXL",4.2,428,Low_Discount,,,,
9816649,Bhama Couture,Indian Wear,kurta-sets,Women,1331,1059.22,1331,3599,2267.37,63%,"S, M, L, XL",4,507,Low_Discount,,,,
9822965,Vishudh,Indian Wear,kurtas,Women,647,1059.22,647,1849,1201.85,65%,"S, M, L, XL, XXL",4.2,657,Low_Discount,,,,
9823599,Sztori,Bottom Wear,jeans,Men,1399,920.93,1399,2799,1399.5,50%,"38, 40, 42, 44, 46",4.2,376,High_Discount,,,,
9823649,Sztori,Plus Size,jeans,Women,1099,709.77,1099,2199,1099.5,50%,"36, 38, 40, 42, 44",4.3,352,High_Discount,,,,
9825417,Myshka,Indian Wear,dresses,Women,629,1059.22,629,1499,869.42,58%,"S, M, L, XL, XXL",3.5,589,High_Discount,,,,
9825419,Myshka,Indian Wear,dresses,Women,629,1059.22,629,1499,869.42,58%,"S, M, L, XL, XXL",3.8,474,Low_Discount,,,,
9825431,Myshka,Indian Wear,kurtas,Women,719,1059.22,719,1799,1079.4,60%,"S, M, L, XL, XXL",3.7,261,High_Discount,,,,
9825441,Myshka,Indian Wear,kurtas,Women,629,1059.22,629,1499,869.42,58%,"S, M, L, XL, XXL",4,358,Low_Discount,,,,
9825443,Myshka,Indian Wear,dresses,Women,629,1059.22,629,1499,869.42,58%,"S, M, L, XL, XXL",3.6,543,Low_Discount,,,,
9825447,Myshka,Indian Wear,kurtas,Women,659,1059.22,659,1999,1339.33,67%,"S, M, L, XL, XXL",3.8,283,High_Discount,,,,
9838337,LOCOMOTIVE,Bottom Wear,jeans,Men,874,920.93,874,2499,1624.35,65%,"30, 32, 34, 36",3.7,959,High_Discount,,,,
9845435,Tokyo Talkies,Western,jeans,Women,,470,470,1899,987.48,52%,"26, 28, 30, 32, 34",4.1,884,High_Discount,,,,
9846669,PrettyCat,Lingerie & Sleep Wear,bra,Women,439,602.52,439,799,359.55,45%,"32B, 34B, 36B",4.1,276,High_Discount,,,,
9846705,PrettyCat,Lingerie & Sleep Wear,lingerie-set,Women,599,602.52,599,799,199.75,25%,"32B, 34B, 36B",4.1,251,Low_Discount,,,,
9846707,PrettyCat,Lingerie & Sleep Wear,bra,Women,439,602.52,439,799,359.55,45%,"32B, 34B, 36B",4.2,277,Low_Discount,,,,
9855315,Chemistry Edition,Western,jackets,Women,,470,470,3999,2199.45,55%,"S, M, L, XL",4.4,476,High_Discount,,,,
9855317,Chemistry Edition,Western,jackets,Women,,470,470,3699,2589.3,70%,"S, M, L, XL",4.5,274,Low_Discount,,,,
9855331,Chemistry Edition,Western,jackets,Women,,470,470,3999,2799.3,70%,"S, M, L, XL",4.5,419,Low_Discount,,,,
9855727,PANIT,Western,tops,Women,,470,470,1699,934.45,55%,"S, M, L, XL, XXL",4.4,295,Low_Discount,,,,
9863623,Rajesh Silk Mills,Indian Wear,sarees,Women,1071,1059.22,1071,1949,877.05,45%,Onesize,4,473,Low_Discount,,,,
9864029,Vishudh,Western,dresses,Women,,470,470,1999,1279.36,64%,"S, M, L, XL, XXL",3.9,308,Low_Discount,,,,
9866531,Jockey,Inner Wear &  Sleep Wear,trunk,Men,,530.36,530.36,528,,0%,"S, M, L",4.5,466,High_Discount,,,,
9866707,Jockey,Inner Wear &  Sleep Wear,boxers,Men,,530.36,530.36,798,,0%,"S, M, L",4.3,659,High_Discount,,,,
9866815,Jockey,Inner Wear &  Sleep Wear,innerwear-vests,Men,,530.36,530.36,359,,0%,"S, M, L",4.5,399,Low_Discount,,,,
9867745,Jockey,Inner Wear &  Sleep Wear,briefs,Men,,530.36,530.36,239,,0%,"S, M, L",4.1,503,High_Discount,,,,
9867853,Jockey,Inner Wear &  Sleep Wear,briefs,Men,,530.36,530.36,529,,0%,"S, M, L",4.7,523,Low_Discount,,,,
9867877,Jockey,Inner Wear &  Sleep Wear,briefs,Men,,530.36,530.36,219,,0%,"S, M, L",4.3,578,High_Discount,,,,
9867919,Jockey,Bottom Wear,shorts,Men,,920.93,920.93,999,,0%,"28, 32, 36",4.6,239,Low_Discount,,,,
9869451,Mast & Harbour,Topwear,shirts,Men,759,709.5,759,1899,1139.4,60%,"38, 40, 42, 44",4.2,332,High_Discount,,,,
9869491,Mast & Harbour,Topwear,shirts,Men,799,709.5,799,1999,1199.4,60%,"38, 40, 42, 44",4,348,High_Discount,,,,
9869597,Mast & Harbour,Topwear,shirts,Men,879,709.5,879,2199,1319.4,60%,"38, 40, 42, 44",4,492,Low_Discount,,,,
9876215,Pavechas,Indian Wear,sarees,Women,988,1059.22,988,1798,809.1,45%,Onesize,4.2,510,High_Discount,,,,
9876287,Idalia,Western,trousers,Women,,470,470,1199,551.54,46%,"24, 26, 28, 30, 32, 34",4.1,283,Low_Discount,,,,
9883503,Mast & Harbour,Western,dresses,Women,,470,470,2199,1539.3,70%,"XS, S, M, L, XL",4.1,250,Low_Discount,,,,
9886709,bigbanana,Plus Size,tshirts,Men,719,709.77,719,1499,779.48,52%,"XXL, 3XL, 4XL, 5XL, 6XL",4.1,342,Low_Discount,,,,
9888317,HERE&NOW,Plus Size,kurtas,Women,679,709.77,679,1699,1019.4,60%,"S, M, L, XL, XXL, 3XL",4.1,388,High_Discount,,,,
9888323,HERE&NOW,Indian Wear,kurtas,Women,799,1059.22,799,1599,799.5,50%,"S, M, L, XL, XXL, 3XL",4.1,373,Low_Discount,,,,
9889269,FABNEST,Western,dresses,Women,,470,470,1800,900,50%,"XS, S, M, L, XL, XXL, 3XL",4,296,High_Discount,,,,
9889593,ether,Western,tshirts,Women,,470,470,799,479.4,60%,"XS, S, M, L, XL",4.4,577,Low_Discount,,,,
9889945,ether,Bottom Wear,track-pants,Men,674,920.93,674,1499,824.45,55%,"S, M, L, XL, XXL",4,241,Low_Discount,,,,
9901879,Jockey,Lingerie & Sleep Wear,bra,Women,,602.52,602.52,549,,0%,"30B, 32B, 32C, 34B, 34C, 36B, 36C, 38B, 38C",4.6,463,Low_Discount,,,,
9901897,Jockey,Lingerie & Sleep Wear,camisoles,Women,,602.52,602.52,299,,0%,"S, M, L",4.5,728,Low_Discount,,,,
9901951,Roadster,Western,sweatshirts,Women,,470,470,1199,839.3,70%,"XS, S, M, L, XL",4.3,980,Low_Discount,,,,
9901953,Roadster,Western,sweatshirts,Women,,470,470,1099,329.7,30%,"XS, S, M, L, XL, XXL",4.4,743,High_Discount,,,,
9901957,Roadster,Western,sweatshirts,Women,,470,470,1199,779.35,65%,"XS, S, M, L, XL, XXL",4.2,604,Low_Discount,,,,
9902035,Roadster,Western,sweatshirts,Women,,470,470,1099,659.4,60%,"XS, S, M, L, XL, XXL",4.4,634,Low_Discount,,,,
9908401,Levis,Bottom Wear,jeans,Men,1859,920.93,1859,3099,1239.6,40%,"28, 30, 32, 34, 36, 38, 40",4,272,Low_Discount,,,,
9909139,Moda Rapido,Topwear,tshirts,Men,562,709.5,562,1249,686.95,55%,"S, M, L, XL",4.2,415,Low_Discount,,,,
9917817,U.S. Polo Assn.,Inner Wear &  Sleep Wear,trunk,Men,,530.36,530.36,419,,0%,"S, M, L",4.4,320,High_Discount,,,,
9917901,U.S. Polo Assn.,Inner Wear &  Sleep Wear,lounge-pants,Men,944,530.36,944,1049,104.9,10%,"S, M, L, XL, XXL",4.4,298,High_Discount,,,,
9918013,U.S. Polo Assn.,Inner Wear &  Sleep Wear,innerwear-vests,Men,,530.36,530.36,389,,0%,"S, M, L",4.2,323,Low_Discount,,,,
9918143,U.S. Polo Assn.,Inner Wear &  Sleep Wear,lounge-pants,Men,,530.36,530.36,1299,,0%,"S, M, L, XL, XXL",4.4,305,High_Discount,,,,
9918257,U.S. Polo Assn.,Inner Wear &  Sleep Wear,briefs,Men,239,530.36,239,299,59.8,20%,"S, M, L",4.1,278,Low_Discount,,,,
9918325,U.S. Polo Assn.,Inner Wear &  Sleep Wear,briefs,Men,247,530.36,247,309,61.8,20%,"S, M, L",4.5,522,Low_Discount,,,,
9920359,Vishudh,Indian Wear,kurtas,Women,1022,1059.22,1022,3099,2076.33,67%,"S, M, L, XL, XXL",4.1,242,Low_Discount,,,,
9920479,FashionRack,Lingerie & Sleep Wear,bra,Women,476,602.52,476,700,224,32%,"30C, 30D, 32B, 32C, 34B, 34C, 36B",4,488,Low_Discount,,,,
9920745,Tokyo Talkies,Western,tops,Women,,470,470,949,446.03,47%,"S, M, L, XL",4.2,525,High_Discount,,,,
9921187,QUIERO,Western,tops,Women,,470,470,1686,961.02,57%,"XS, S, M, L",4.4,351,High_Discount,,,,
9921203,QUIERO,Western,jumpsuit,Women,,470,470,2569,1541.4,60%,"XS, S, M, L, XL",4.3,341,Low_Discount,,,,
9921237,QUIERO,Western,tops,Women,,470,470,2499,1374.45,55%,"XS, S, M, L, XL",4,397,High_Discount,,,,
9922049,Vishudh,Indian Wear,kurta-sets,Women,1063,1059.22,1063,2799,1735.38,62%,"S, M, L, XL, XXL",4.1,304,High_Discount,,,,
9929327,Shaily,Indian Wear,sarees,Women,929,1059.22,929,2999,2069.31,69%,Onesize,4,300,High_Discount,,,,
9930089,HIGHLANDER,Topwear,shirts,Men,579,709.5,579,1449,869.4,60%,"39, 40, 42, 44",4.2,483,High_Discount,,,,
9930091,HIGHLANDER,Topwear,shirts,Men,509,709.5,509,1499,989.34,66%,"39, 40, 42, 44",4,338,Low_Discount,,,,
9935321,HIGHLANDER,Topwear,shirts,Men,517,709.5,517,1399,881.37,63%,"39, 40, 42, 44",4,661,Low_Discount,,,,
9935457,DressBerry,Western,trousers,Women,,470,470,1999,699.65,35%,"24, 26, 28, 30, 32, 34",4.2,346,High_Discount,,,,
9941521,FashionRack,Lingerie & Sleep Wear,bra,Women,442,602.52,442,650,208,32%,"30C, 30D, 32B, 32C, 34B, 34C, 36B",3.5,531,High_Discount,,,,
9948527,Jaipur Kurti,Indian Wear,kurtas,Women,747,1059.22,747,2199,1451.34,66%,"S, M, L, XL, XXL",4,307,High_Discount,,,,
9949745,Roadster,Bottom Wear,jeans,Men,799,920.93,799,1999,1199.4,60%,"28, 30, 32, 34, 36",3.8,554,High_Discount,,,,
9949839,Roadster,Bottom Wear,jeans,Men,,920.93,920.93,2499,,0%,"28, 30, 32, 34, 36",3.8,340,Low_Discount,,,,
9949869,Roadster,Bottom Wear,jeans,Men,1319,920.93,1319,3299,1979.4,60%,"28, 30, 32, 34, 36",4,395,High_Discount,,,,
9951265,Roadster,Topwear,shirts,Men,714,709.5,714,1299,584.55,45%,"38, 40, 42, 44",4.4,565,High_Discount,,,,
9951269,Roadster,Topwear,shirts,Men,584,709.5,584,1299,714.45,55%,"38, 40, 42, 44",4.3,357,Low_Discount,,,,
9951273,Roadster,Topwear,shirts,Men,959,709.5,959,1599,639.6,40%,"38, 40, 42, 44, 46, 48",4.4,310,High_Discount,,,,
9951287,Roadster,Topwear,shirts,Men,,709.5,709.5,679,,0%,"38, 40, 42, 44",4.2,611,Low_Discount,,,,
9951365,Roadster,Topwear,shirts,Men,,709.5,709.5,594,,0%,"38, 40, 42, 44",4.4,450,High_Discount,,,,
9951409,Roadster,Topwear,shirts,Men,,709.5,709.5,1044,,0%,"38, 40, 42, 44, 46, 48",4.5,634,High_Discount,,,,
9951439,Roadster,Topwear,shirts,Men,1264,709.5,1264,2299,1034.55,45%,"38, 40, 42, 44",4.1,531,Low_Discount,,,,
9951473,Roadster,Topwear,shirts,Men,759,709.5,759,1899,1139.4,60%,"38, 40, 42, 44, 46, 48",4.3,750,High_Discount,,,,
9951483,Roadster,Topwear,shirts,Men,799,709.5,799,1599,799.5,50%,"38, 40, 42, 44",4.3,378,Low_Discount,,,,
9951649,Roadster,Topwear,shirts,Men,714,709.5,714,1299,584.55,45%,"38, 40, 42, 44",4.3,322,High_Discount,,,,
9951745,Roadster,Topwear,shirts,Men,1379,709.5,1379,2299,919.6,40%,"38, 40, 42, 44",4.2,351,High_Discount,,,,
9951791,Roadster,Topwear,shirts,Men,949,709.5,949,1899,949.5,50%,"38, 40, 42, 44",4.2,386,Low_Discount,,,,
9951839,Roadster,Topwear,shirts,Men,,709.5,709.5,849,,0%,"38, 40, 42, 44",4.1,258,Low_Discount,,,,
9951841,Roadster,Topwear,shirts,Men,584,709.5,584,1299,714.45,55%,"38, 40, 42, 44",4.3,415,Low_Discount,,,,
9951943,Roadster,Topwear,shirts,Men,639,709.5,639,1599,959.4,60%,"38, 40, 42, 44",4.3,561,Low_Discount,,,,
9959579,Style Quotient,Western,tops,Women,,470,470,1499,854.43,57%,"XS, 3XL, 4XL",4.2,356,Low_Discount,,,,
9963247,Urban Dog,Inner Wear &  Sleep Wear,boxers,Men,279,530.36,279,1399,1119.2,80%,"M, L, XL, XXL",3.6,490,Low_Discount,,,,
9963273,Urban Dog,Inner Wear &  Sleep Wear,boxers,Men,279,530.36,279,1399,1119.2,80%,"M, L, XL, XXL",3.2,392,Low_Discount,,,,
9965431,De Moza,Western,leggings,Women,,470,470,549,49.41,9%,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.5,415,High_Discount,,,,
9965737,HRX by Hrithik Roshan,Sports Wear,sweatshirts,Women,989,793.18,989,1799,809.55,45%,"XS, S, M, L, XL, XXL",4,717,High_Discount,,,,
9965739,HRX by Hrithik Roshan,Sports Wear,sweatshirts,Women,809,793.18,809,1799,989.45,55%,"XS, S, M, L, XL, XXL",4,262,High_Discount,,,,
9965743,HRX by Hrithik Roshan,Western,jackets,Women,,470,470,1899,1234.35,65%,"XS, S, M, L, XL, XXL",4.3,556,Low_Discount,,,,
9965745,HRX by Hrithik Roshan,Sports Wear,sweatshirts,Women,809,793.18,809,1799,989.45,55%,"XS, S, M, L, XL, XXL",3.8,652,Low_Discount,,,,
